Region,Level,Latitude,Longitude,Outcome,Prevention,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,PreventionScore
Sugar Land,City,29.59746809,-95.62745578,Diabetes,Taking BP Medication,9.7,0.934231335,78.2,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Diabetes,Dental Visit,9.7,0.934231335,72.4,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Diabetes,Cholesterol Screening,9.7,0.934231335,80.8,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Diabetes,Physical Inactivity,9.7,0.934231335,19.7,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Diabetes,Current Smoking,9.7,0.934231335,11.7,5,State,0
Sugar Land,City,29.59746809,-95.62745578,High Cholesterol,Taking BP Medication,36.7,0.930340498,78.2,1,State,0
Sugar Land,City,29.59746809,-95.62745578,High Cholesterol,Annual Checkup,36.7,0.930340498,70.8,2,State,0
Sugar Land,City,29.59746809,-95.62745578,High Cholesterol,Physical Inactivity,36.7,0.930340498,19.7,3,State,0
Sugar Land,City,29.59746809,-95.62745578,High Cholesterol,Cholesterol Screening,36.7,0.930340498,80.8,4,State,0
Sugar Land,City,29.59746809,-95.62745578,High Cholesterol,Health Insurance,36.7,0.930340498,12.3,5,State,0
Sugar Land,City,29.59746809,-95.62745578,Chronic Kidney Disease,Taking BP Medication,2.2,0.885832629,78.2,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Chronic Kidney Disease,Dental Visit,2.2,0.885832629,72.4,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Chronic Kidney Disease,Cholesterol Screening,2.2,0.885832629,80.8,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Chronic Kidney Disease,Physical Inactivity,2.2,0.885832629,19.7,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Chronic Kidney Disease,Annual Checkup,2.2,0.885832629,70.8,5,State,0
Sugar Land,City,29.59746809,-95.62745578,Mental Health,Current Smoking,8.5,0.87986488,11.7,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Mental Health,Mammography,8.5,0.87986488,78.1,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Mental Health,Annual Checkup,8.5,0.87986488,70.8,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Mental Health,Physical Inactivity,8.5,0.87986488,19.7,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Mental Health,Cholesterol Screening,8.5,0.87986488,80.8,5,State,0
Sugar Land,City,29.59746809,-95.62745578,Physical Health,Physical Inactivity,8.4,0.92794472,19.7,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Physical Health,Cholesterol Screening,8.4,0.92794472,80.8,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Physical Health,Dental Visit,8.4,0.92794472,72.4,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Physical Health,Current Smoking,8.4,0.92794472,11.7,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Physical Health,Annual Checkup,8.4,0.92794472,70.8,5,State,0
Sugar Land,City,29.59746809,-95.62745578,Stroke,Taking BP Medication,2,0.867507992,78.2,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Stroke,Dental Visit,2,0.867507992,72.4,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Stroke,Cholesterol Screening,2,0.867507992,80.8,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Stroke,Obesity,2,0.867507992,24.4,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Stroke,Health Insurance,2,0.867507992,12.3,5,State,0
Sugar Land,City,29.59746809,-95.62745578,Teeth Loss,Current Smoking,6.7,0.907248555,11.7,1,State,0
Sugar Land,City,29.59746809,-95.62745578,Teeth Loss,Dental Visit,6.7,0.907248555,72.4,2,State,0
Sugar Land,City,29.59746809,-95.62745578,Teeth Loss,Physical Inactivity,6.7,0.907248555,19.7,3,State,0
Sugar Land,City,29.59746809,-95.62745578,Teeth Loss,Mammography,6.7,0.907248555,78.1,4,State,0
Sugar Land,City,29.59746809,-95.62745578,Teeth Loss,Sleep <7 hours,6.7,0.907248555,32.1,5,State,0
Tyler,City,32.31540212,-95.30500938,Arthritis,Taking BP Medication,24.4,0.886738565,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Arthritis,Binge Drinking,24.4,0.886738565,16.5,2,State,0
Tyler,City,32.31540212,-95.30500938,Arthritis,Current Smoking,24.4,0.886738565,18.4,3,State,0
Tyler,City,32.31540212,-95.30500938,Arthritis,Sleep <7 hours,24.4,0.886738565,35,4,State,0
Tyler,City,32.31540212,-95.30500938,Arthritis,Health Insurance,24.4,0.886738565,22.2,5,State,0
Tyler,City,32.31540212,-95.30500938,High Blood Pressure,Taking BP Medication,33.4,0.935843565,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,High Blood Pressure,Obesity,33.4,0.935843565,37.6,2,State,0
Tyler,City,32.31540212,-95.30500938,High Blood Pressure,Binge Drinking,33.4,0.935843565,16.5,3,State,0
Tyler,City,32.31540212,-95.30500938,High Blood Pressure,Annual Checkup,33.4,0.935843565,69.2,4,State,0
Tyler,City,32.31540212,-95.30500938,High Blood Pressure,Dental Visit,33.4,0.935843565,51.8,5,State,0
Tyler,City,32.31540212,-95.30500938,Cancer (except skin),Cholesterol Screening,6.3,0.831713566,70.5,1,State,0
Tyler,City,32.31540212,-95.30500938,Cancer (except skin),Taking BP Medication,6.3,0.831713566,77.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Cancer (except skin),Mammography,6.3,0.831713566,76.9,3,State,0
Tyler,City,32.31540212,-95.30500938,Cancer (except skin),Sleep <7 hours,6.3,0.831713566,35,4,State,0
Tyler,City,32.31540212,-95.30500938,Cancer (except skin),Colorectal Cancer Screening,6.3,0.831713566,60.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Current Asthma,Sleep <7 hours,9.6,0.868594269,35,1,State,0
Tyler,City,32.31540212,-95.30500938,Current Asthma,Current Smoking,9.6,0.868594269,18.4,2,State,0
Tyler,City,32.31540212,-95.30500938,Current Asthma,Colorectal Cancer Screening,9.6,0.868594269,60.2,3,State,0
Tyler,City,32.31540212,-95.30500938,Current Asthma,Core preventive services for older women,9.6,0.868594269,29.8,4,State,0
Tyler,City,32.31540212,-95.30500938,Current Asthma,Obesity,9.6,0.868594269,37.6,5,State,0
Tyler,City,32.31540212,-95.30500938,Coronary Heart Disease,Taking BP Medication,6.7,0.840727351,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Coronary Heart Disease,Dental Visit,6.7,0.840727351,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Coronary Heart Disease,Sleep <7 hours,6.7,0.840727351,35,3,State,0
Tyler,City,32.31540212,-95.30500938,Coronary Heart Disease,Physical Inactivity,6.7,0.840727351,27.8,4,State,0
Tyler,City,32.31540212,-95.30500938,Coronary Heart Disease,Health Insurance,6.7,0.840727351,22.2,5,State,0
Tyler,City,32.31540212,-95.30500938,COPD,Cholesterol Screening,6.5,0.901400731,70.5,1,State,0
Tyler,City,32.31540212,-95.30500938,COPD,Dental Visit,6.5,0.901400731,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,COPD,Current Smoking,6.5,0.901400731,18.4,3,State,0
Tyler,City,32.31540212,-95.30500938,COPD,Physical Inactivity,6.5,0.901400731,27.8,4,State,0
Tyler,City,32.31540212,-95.30500938,COPD,Health Insurance,6.5,0.901400731,22.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Diabetes,Taking BP Medication,12.1,0.934231335,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Diabetes,Dental Visit,12.1,0.934231335,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Diabetes,Cholesterol Screening,12.1,0.934231335,70.5,3,State,0
Tyler,City,32.31540212,-95.30500938,Diabetes,Physical Inactivity,12.1,0.934231335,27.8,4,State,0
Tyler,City,32.31540212,-95.30500938,Diabetes,Current Smoking,12.1,0.934231335,18.4,5,State,0
Tyler,City,32.31540212,-95.30500938,High Cholesterol,Taking BP Medication,37,0.930340498,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,High Cholesterol,Annual Checkup,37,0.930340498,69.2,2,State,0
Tyler,City,32.31540212,-95.30500938,High Cholesterol,Physical Inactivity,37,0.930340498,27.8,3,State,0
Tyler,City,32.31540212,-95.30500938,High Cholesterol,Cholesterol Screening,37,0.930340498,70.5,4,State,0
Tyler,City,32.31540212,-95.30500938,High Cholesterol,Health Insurance,37,0.930340498,22.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Chronic Kidney Disease,Taking BP Medication,3.2,0.885832629,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Chronic Kidney Disease,Dental Visit,3.2,0.885832629,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Chronic Kidney Disease,Cholesterol Screening,3.2,0.885832629,70.5,3,State,0
Tyler,City,32.31540212,-95.30500938,Chronic Kidney Disease,Physical Inactivity,3.2,0.885832629,27.8,4,State,0
Tyler,City,32.31540212,-95.30500938,Chronic Kidney Disease,Annual Checkup,3.2,0.885832629,69.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Mental Health,Current Smoking,12.9,0.87986488,18.4,1,State,0
Tyler,City,32.31540212,-95.30500938,Mental Health,Mammography,12.9,0.87986488,76.9,2,State,0
Tyler,City,32.31540212,-95.30500938,Mental Health,Annual Checkup,12.9,0.87986488,69.2,3,State,0
Tyler,City,32.31540212,-95.30500938,Mental Health,Physical Inactivity,12.9,0.87986488,27.8,4,State,0
Tyler,City,32.31540212,-95.30500938,Mental Health,Cholesterol Screening,12.9,0.87986488,70.5,5,State,0
Tyler,City,32.31540212,-95.30500938,Physical Health,Physical Inactivity,13,0.92794472,27.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Physical Health,Cholesterol Screening,13,0.92794472,70.5,2,State,0
Tyler,City,32.31540212,-95.30500938,Physical Health,Dental Visit,13,0.92794472,51.8,3,State,0
Tyler,City,32.31540212,-95.30500938,Physical Health,Current Smoking,13,0.92794472,18.4,4,State,0
Tyler,City,32.31540212,-95.30500938,Physical Health,Annual Checkup,13,0.92794472,69.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Stroke,Taking BP Medication,3.6,0.867507992,77.8,1,State,0
Tyler,City,32.31540212,-95.30500938,Stroke,Dental Visit,3.6,0.867507992,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Stroke,Cholesterol Screening,3.6,0.867507992,70.5,3,State,0
Tyler,City,32.31540212,-95.30500938,Stroke,Obesity,3.6,0.867507992,37.6,4,State,0
Tyler,City,32.31540212,-95.30500938,Stroke,Health Insurance,3.6,0.867507992,22.2,5,State,0
Tyler,City,32.31540212,-95.30500938,Teeth Loss,Current Smoking,16.2,0.907248555,18.4,1,State,0
Tyler,City,32.31540212,-95.30500938,Teeth Loss,Dental Visit,16.2,0.907248555,51.8,2,State,0
Tyler,City,32.31540212,-95.30500938,Teeth Loss,Physical Inactivity,16.2,0.907248555,27.8,3,State,0
Tyler,City,32.31540212,-95.30500938,Teeth Loss,Mammography,16.2,0.907248555,76.9,4,State,0
Tyler,City,32.31540212,-95.30500938,Teeth Loss,Sleep <7 hours,16.2,0.907248555,35,5,State,0
Waco,City,31.55976071,-97.18833333,Arthritis,Taking BP Medication,22.7,0.886738565,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,Arthritis,Binge Drinking,22.7,0.886738565,16.4,2,State,0
Waco,City,31.55976071,-97.18833333,Arthritis,Current Smoking,22.7,0.886738565,20.1,3,State,0
Waco,City,31.55976071,-97.18833333,Arthritis,Sleep <7 hours,22.7,0.886738565,34.8,4,State,0
Waco,City,31.55976071,-97.18833333,Arthritis,Health Insurance,22.7,0.886738565,26.3,5,State,0
Waco,City,31.55976071,-97.18833333,High Blood Pressure,Taking BP Medication,31.3,0.935843565,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,High Blood Pressure,Obesity,31.3,0.935843565,36.8,2,State,0
Waco,City,31.55976071,-97.18833333,High Blood Pressure,Binge Drinking,31.3,0.935843565,16.4,3,State,0
Waco,City,31.55976071,-97.18833333,High Blood Pressure,Annual Checkup,31.3,0.935843565,67.8,4,State,0
Waco,City,31.55976071,-97.18833333,High Blood Pressure,Dental Visit,31.3,0.935843565,54,5,State,0
Waco,City,31.55976071,-97.18833333,Cancer (except skin),Cholesterol Screening,5.2,0.831713566,63.9,1,State,0
Waco,City,31.55976071,-97.18833333,Cancer (except skin),Taking BP Medication,5.2,0.831713566,74.9,2,State,0
Waco,City,31.55976071,-97.18833333,Cancer (except skin),Mammography,5.2,0.831713566,75.5,3,State,0
Waco,City,31.55976071,-97.18833333,Cancer (except skin),Sleep <7 hours,5.2,0.831713566,34.8,4,State,0
Waco,City,31.55976071,-97.18833333,Cancer (except skin),Colorectal Cancer Screening,5.2,0.831713566,58.8,5,State,0
Waco,City,31.55976071,-97.18833333,Current Asthma,Sleep <7 hours,10,0.868594269,34.8,1,State,0
Waco,City,31.55976071,-97.18833333,Current Asthma,Current Smoking,10,0.868594269,20.1,2,State,0
Waco,City,31.55976071,-97.18833333,Current Asthma,Colorectal Cancer Screening,10,0.868594269,58.8,3,State,0
Waco,City,31.55976071,-97.18833333,Current Asthma,Core preventive services for older women,10,0.868594269,25.4,4,State,0
Waco,City,31.55976071,-97.18833333,Current Asthma,Obesity,10,0.868594269,36.8,5,State,0
Waco,City,31.55976071,-97.18833333,Coronary Heart Disease,Taking BP Medication,6.1,0.840727351,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,Coronary Heart Disease,Dental Visit,6.1,0.840727351,54,2,State,0
Waco,City,31.55976071,-97.18833333,Coronary Heart Disease,Sleep <7 hours,6.1,0.840727351,34.8,3,State,0
Waco,City,31.55976071,-97.18833333,Coronary Heart Disease,Physical Inactivity,6.1,0.840727351,30.8,4,State,0
Waco,City,31.55976071,-97.18833333,Coronary Heart Disease,Health Insurance,6.1,0.840727351,26.3,5,State,0
Waco,City,31.55976071,-97.18833333,COPD,Cholesterol Screening,6.7,0.901400731,63.9,1,State,0
Waco,City,31.55976071,-97.18833333,COPD,Dental Visit,6.7,0.901400731,54,2,State,0
Waco,City,31.55976071,-97.18833333,COPD,Current Smoking,6.7,0.901400731,20.1,3,State,0
Waco,City,31.55976071,-97.18833333,COPD,Physical Inactivity,6.7,0.901400731,30.8,4,State,0
Waco,City,31.55976071,-97.18833333,COPD,Health Insurance,6.7,0.901400731,26.3,5,State,0
Waco,City,31.55976071,-97.18833333,Diabetes,Taking BP Medication,11.6,0.934231335,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,Diabetes,Dental Visit,11.6,0.934231335,54,2,State,0
Waco,City,31.55976071,-97.18833333,Diabetes,Cholesterol Screening,11.6,0.934231335,63.9,3,State,0
Waco,City,31.55976071,-97.18833333,Diabetes,Physical Inactivity,11.6,0.934231335,30.8,4,State,0
Waco,City,31.55976071,-97.18833333,Diabetes,Current Smoking,11.6,0.934231335,20.1,5,State,0
Waco,City,31.55976071,-97.18833333,High Cholesterol,Taking BP Medication,36.5,0.930340498,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,High Cholesterol,Annual Checkup,36.5,0.930340498,67.8,2,State,0
Waco,City,31.55976071,-97.18833333,High Cholesterol,Physical Inactivity,36.5,0.930340498,30.8,3,State,0
Waco,City,31.55976071,-97.18833333,High Cholesterol,Cholesterol Screening,36.5,0.930340498,63.9,4,State,0
Waco,City,31.55976071,-97.18833333,High Cholesterol,Health Insurance,36.5,0.930340498,26.3,5,State,0
Waco,City,31.55976071,-97.18833333,Chronic Kidney Disease,Taking BP Medication,3.1,0.885832629,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,Chronic Kidney Disease,Dental Visit,3.1,0.885832629,54,2,State,0
Waco,City,31.55976071,-97.18833333,Chronic Kidney Disease,Cholesterol Screening,3.1,0.885832629,63.9,3,State,0
Waco,City,31.55976071,-97.18833333,Chronic Kidney Disease,Physical Inactivity,3.1,0.885832629,30.8,4,State,0
Waco,City,31.55976071,-97.18833333,Chronic Kidney Disease,Annual Checkup,3.1,0.885832629,67.8,5,State,0
Waco,City,31.55976071,-97.18833333,Mental Health,Current Smoking,15,0.87986488,20.1,1,State,0
Waco,City,31.55976071,-97.18833333,Mental Health,Mammography,15,0.87986488,75.5,2,State,0
Waco,City,31.55976071,-97.18833333,Mental Health,Annual Checkup,15,0.87986488,67.8,3,State,0
Waco,City,31.55976071,-97.18833333,Mental Health,Physical Inactivity,15,0.87986488,30.8,4,State,0
Waco,City,31.55976071,-97.18833333,Mental Health,Cholesterol Screening,15,0.87986488,63.9,5,State,0
Waco,City,31.55976071,-97.18833333,Physical Health,Physical Inactivity,13.7,0.92794472,30.8,1,State,0
Waco,City,31.55976071,-97.18833333,Physical Health,Cholesterol Screening,13.7,0.92794472,63.9,2,State,0
Waco,City,31.55976071,-97.18833333,Physical Health,Dental Visit,13.7,0.92794472,54,3,State,0
Waco,City,31.55976071,-97.18833333,Physical Health,Current Smoking,13.7,0.92794472,20.1,4,State,0
Waco,City,31.55976071,-97.18833333,Physical Health,Annual Checkup,13.7,0.92794472,67.8,5,State,0
Waco,City,31.55976071,-97.18833333,Stroke,Taking BP Medication,3.5,0.867507992,74.9,1,State,0
Waco,City,31.55976071,-97.18833333,Stroke,Dental Visit,3.5,0.867507992,54,2,State,0
Waco,City,31.55976071,-97.18833333,Stroke,Cholesterol Screening,3.5,0.867507992,63.9,3,State,0
Waco,City,31.55976071,-97.18833333,Stroke,Obesity,3.5,0.867507992,36.8,4,State,0
Waco,City,31.55976071,-97.18833333,Stroke,Health Insurance,3.5,0.867507992,26.3,5,State,0
Waco,City,31.55976071,-97.18833333,Teeth Loss,Current Smoking,18.1,0.907248555,20.1,1,State,0
Waco,City,31.55976071,-97.18833333,Teeth Loss,Dental Visit,18.1,0.907248555,54,2,State,0
Waco,City,31.55976071,-97.18833333,Teeth Loss,Physical Inactivity,18.1,0.907248555,30.8,3,State,0
Waco,City,31.55976071,-97.18833333,Teeth Loss,Mammography,18.1,0.907248555,75.5,4,State,0
Waco,City,31.55976071,-97.18833333,Teeth Loss,Sleep <7 hours,18.1,0.907248555,34.8,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Arthritis,Taking BP Medication,23.2,0.886738565,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Arthritis,Binge Drinking,23.2,0.886738565,18.2,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Arthritis,Current Smoking,23.2,0.886738565,21.2,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Arthritis,Sleep <7 hours,23.2,0.886738565,38.2,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Arthritis,Health Insurance,23.2,0.886738565,20.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Blood Pressure,Taking BP Medication,32,0.935843565,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Blood Pressure,Obesity,32,0.935843565,30.5,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Blood Pressure,Binge Drinking,32,0.935843565,18.2,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Blood Pressure,Annual Checkup,32,0.935843565,70.3,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Blood Pressure,Dental Visit,32,0.935843565,59.4,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Cancer (except skin),Cholesterol Screening,5.6,0.831713566,69.7,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Cancer (except skin),Taking BP Medication,5.6,0.831713566,75.5,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Cancer (except skin),Mammography,5.6,0.831713566,77,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Cancer (except skin),Sleep <7 hours,5.6,0.831713566,38.2,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Cancer (except skin),Colorectal Cancer Screening,5.6,0.831713566,60.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Current Asthma,Sleep <7 hours,9.1,0.868594269,38.2,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Current Asthma,Current Smoking,9.1,0.868594269,21.2,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Current Asthma,Colorectal Cancer Screening,9.1,0.868594269,60.6,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Current Asthma,Core preventive services for older women,9.1,0.868594269,31.5,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Current Asthma,Obesity,9.1,0.868594269,30.5,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Coronary Heart Disease,Taking BP Medication,6.3,0.840727351,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Coronary Heart Disease,Dental Visit,6.3,0.840727351,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Coronary Heart Disease,Sleep <7 hours,6.3,0.840727351,38.2,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Coronary Heart Disease,Physical Inactivity,6.3,0.840727351,28.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Coronary Heart Disease,Health Insurance,6.3,0.840727351,20.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,COPD,Cholesterol Screening,6.7,0.901400731,69.7,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,COPD,Dental Visit,6.7,0.901400731,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,COPD,Current Smoking,6.7,0.901400731,21.2,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,COPD,Physical Inactivity,6.7,0.901400731,28.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,COPD,Health Insurance,6.7,0.901400731,20.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Diabetes,Taking BP Medication,11.7,0.934231335,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Diabetes,Dental Visit,11.7,0.934231335,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Diabetes,Cholesterol Screening,11.7,0.934231335,69.7,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Diabetes,Physical Inactivity,11.7,0.934231335,28.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Diabetes,Current Smoking,11.7,0.934231335,21.2,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Cholesterol,Taking BP Medication,37.9,0.930340498,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Cholesterol,Annual Checkup,37.9,0.930340498,70.3,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Cholesterol,Physical Inactivity,37.9,0.930340498,28.7,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Cholesterol,Cholesterol Screening,37.9,0.930340498,69.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,High Cholesterol,Health Insurance,37.9,0.930340498,20.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Chronic Kidney Disease,Taking BP Medication,2.9,0.885832629,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Chronic Kidney Disease,Dental Visit,2.9,0.885832629,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Chronic Kidney Disease,Cholesterol Screening,2.9,0.885832629,69.7,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Chronic Kidney Disease,Physical Inactivity,2.9,0.885832629,28.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Chronic Kidney Disease,Annual Checkup,2.9,0.885832629,70.3,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Mental Health,Current Smoking,13.4,0.87986488,21.2,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Mental Health,Mammography,13.4,0.87986488,77,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Mental Health,Annual Checkup,13.4,0.87986488,70.3,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Mental Health,Physical Inactivity,13.4,0.87986488,28.7,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Mental Health,Cholesterol Screening,13.4,0.87986488,69.7,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Physical Health,Physical Inactivity,12.8,0.92794472,28.7,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Physical Health,Cholesterol Screening,12.8,0.92794472,69.7,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Physical Health,Dental Visit,12.8,0.92794472,59.4,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Physical Health,Current Smoking,12.8,0.92794472,21.2,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Physical Health,Annual Checkup,12.8,0.92794472,70.3,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Stroke,Taking BP Medication,3.2,0.867507992,75.5,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Stroke,Dental Visit,3.2,0.867507992,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Stroke,Cholesterol Screening,3.2,0.867507992,69.7,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Stroke,Obesity,3.2,0.867507992,30.5,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Stroke,Health Insurance,3.2,0.867507992,20.6,5,State,0
Wichita Falls,City,33.90727398,-98.52929817,Teeth Loss,Current Smoking,14.6,0.907248555,21.2,1,State,0
Wichita Falls,City,33.90727398,-98.52929817,Teeth Loss,Dental Visit,14.6,0.907248555,59.4,2,State,0
Wichita Falls,City,33.90727398,-98.52929817,Teeth Loss,Physical Inactivity,14.6,0.907248555,28.7,3,State,0
Wichita Falls,City,33.90727398,-98.52929817,Teeth Loss,Mammography,14.6,0.907248555,77,4,State,0
Wichita Falls,City,33.90727398,-98.52929817,Teeth Loss,Sleep <7 hours,14.6,0.907248555,38.2,5,State,0
Layton,City,41.07718161,-111.9615893,Arthritis,Taking BP Medication,19.8,0.886738565,68.2,1,State,0
Layton,City,41.07718161,-111.9615893,Arthritis,Binge Drinking,19.8,0.886738565,10.1,2,State,0
Layton,City,41.07718161,-111.9615893,Arthritis,Current Smoking,19.8,0.886738565,9.5,3,State,0
Layton,City,41.07718161,-111.9615893,Arthritis,Sleep <7 hours,19.8,0.886738565,31.4,4,State,0
Layton,City,41.07718161,-111.9615893,Arthritis,Health Insurance,19.8,0.886738565,12,5,State,0
Layton,City,41.07718161,-111.9615893,High Blood Pressure,Taking BP Medication,23.1,0.935843565,68.2,1,State,0
Layton,City,41.07718161,-111.9615893,High Blood Pressure,Obesity,23.1,0.935843565,28.8,2,State,0
Layton,City,41.07718161,-111.9615893,High Blood Pressure,Binge Drinking,23.1,0.935843565,10.1,3,State,0
Layton,City,41.07718161,-111.9615893,High Blood Pressure,Annual Checkup,23.1,0.935843565,61,4,State,0
Layton,City,41.07718161,-111.9615893,High Blood Pressure,Dental Visit,23.1,0.935843565,74.4,5,State,0
Layton,City,41.07718161,-111.9615893,Cancer (except skin),Cholesterol Screening,5.2,0.831713566,67.3,1,State,0
Layton,City,41.07718161,-111.9615893,Cancer (except skin),Taking BP Medication,5.2,0.831713566,68.2,2,State,0
Layton,City,41.07718161,-111.9615893,Cancer (except skin),Mammography,5.2,0.831713566,75.4,3,State,0
Layton,City,41.07718161,-111.9615893,Cancer (except skin),Sleep <7 hours,5.2,0.831713566,31.4,4,State,0
Layton,City,41.07718161,-111.9615893,Cancer (except skin),Colorectal Cancer Screening,5.2,0.831713566,70.1,5,State,0
Layton,City,41.07718161,-111.9615893,Current Asthma,Sleep <7 hours,8.7,0.868594269,31.4,1,State,0
Layton,City,41.07718161,-111.9615893,Current Asthma,Current Smoking,8.7,0.868594269,9.5,2,State,0
Layton,City,41.07718161,-111.9615893,Current Asthma,Colorectal Cancer Screening,8.7,0.868594269,70.1,3,State,0
