Region,Level,OutcomeShort,PreventionShort,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,Latitude,Longitude,Outcome,Prevention
Montgomery,City,MHLTH,ACCESS2,14.5,0.974351843,17.9,5,National,32.34726453,-86.26770596,Mental Health,Health Insurance
Montgomery,City,PHLTH,LPA,14.5,0.977795063,29.8,1,National,32.34726453,-86.26770596,Physical Health,Physical Inactivity
Montgomery,City,PHLTH,BPMED,14.5,0.977795063,78.9,2,National,32.34726453,-86.26770596,Physical Health,Taking BP Medication
Montgomery,City,PHLTH,COLON_SCREEN,14.5,0.977795063,64.9,3,National,32.34726453,-86.26770596,Physical Health,Colorectal Cancer Screening
Montgomery,City,PHLTH,CSMOKING,14.5,0.977795063,21,4,National,32.34726453,-86.26770596,Physical Health,Current Smoking
Montgomery,City,PHLTH,OBESITY,14.5,0.977795063,36.4,5,National,32.34726453,-86.26770596,Physical Health,Obesity
Montgomery,City,STROKE,LPA,4.2,0.948855653,29.8,1,National,32.34726453,-86.26770596,Stroke,Physical Inactivity
Montgomery,City,STROKE,CSMOKING,4.2,0.948855653,21,2,National,32.34726453,-86.26770596,Stroke,Current Smoking
Montgomery,City,STROKE,BINGE,4.2,0.948855653,15.1,3,National,32.34726453,-86.26770596,Stroke,Binge Drinking
Montgomery,City,STROKE,CHOLSCREEN,4.2,0.948855653,75.9,4,National,32.34726453,-86.26770596,Stroke,Cholesterol Screening
Montgomery,City,STROKE,SLEEP,4.2,0.948855653,38,5,National,32.34726453,-86.26770596,Stroke,Sleep <7 hours
Montgomery,City,TEETHLOST,LPA,18.1,0.942122411,29.8,1,National,32.34726453,-86.26770596,Teeth Loss,Physical Inactivity
Montgomery,City,TEETHLOST,CSMOKING,18.1,0.942122411,21,2,National,32.34726453,-86.26770596,Teeth Loss,Current Smoking
Montgomery,City,TEETHLOST,CHOLSCREEN,18.1,0.942122411,75.9,3,National,32.34726453,-86.26770596,Teeth Loss,Cholesterol Screening
Montgomery,City,TEETHLOST,MAMMOUSE,18.1,0.942122411,82.4,4,National,32.34726453,-86.26770596,Teeth Loss,Mammography
Montgomery,City,TEETHLOST,BINGE,18.1,0.942122411,15.1,5,National,32.34726453,-86.26770596,Teeth Loss,Binge Drinking
Montgomery,City,ARTHRITIS,BPMED,29.4,0.944676149,78.9,1,State,32.34726453,-86.26770596,Arthritis,Taking BP Medication
Montgomery,City,ARTHRITIS,BINGE,29.4,0.944676149,15.1,2,State,32.34726453,-86.26770596,Arthritis,Binge Drinking
Montgomery,City,ARTHRITIS,CHOLSCREEN,29.4,0.944676149,75.9,3,State,32.34726453,-86.26770596,Arthritis,Cholesterol Screening
Montgomery,City,ARTHRITIS,CSMOKING,29.4,0.944676149,21,4,State,32.34726453,-86.26770596,Arthritis,Current Smoking
Montgomery,City,ARTHRITIS,SLEEP,29.4,0.944676149,38,5,State,32.34726453,-86.26770596,Arthritis,Sleep <7 hours
Montgomery,City,BPHIGH,CHECKUP,40.3,0.980782138,76.5,1,State,32.34726453,-86.26770596,High Blood Pressure,Annual Checkup
Montgomery,City,BPHIGH,BINGE,40.3,0.980782138,15.1,2,State,32.34726453,-86.26770596,High Blood Pressure,Binge Drinking
Montgomery,City,BPHIGH,BPMED,40.3,0.980782138,78.9,3,State,32.34726453,-86.26770596,High Blood Pressure,Taking BP Medication
Montgomery,City,BPHIGH,OBESITY,40.3,0.980782138,36.4,4,State,32.34726453,-86.26770596,High Blood Pressure,Obesity
Montgomery,City,BPHIGH,CHOLSCREEN,40.3,0.980782138,75.9,5,State,32.34726453,-86.26770596,High Blood Pressure,Cholesterol Screening
Montgomery,City,CANCER,BPMED,5.9,0.946091937,78.9,1,State,32.34726453,-86.26770596,Cancer (except skin),Taking BP Medication
Montgomery,City,CANCER,SLEEP,5.9,0.946091937,38,2,State,32.34726453,-86.26770596,Cancer (except skin),Sleep <7 hours
Montgomery,City,CANCER,BINGE,5.9,0.946091937,15.1,3,State,32.34726453,-86.26770596,Cancer (except skin),Binge Drinking
Montgomery,City,CANCER,DENTAL,5.9,0.946091937,60.6,4,State,32.34726453,-86.26770596,Cancer (except skin),Dental Visit
Montgomery,City,CANCER,LPA,5.9,0.946091937,29.8,5,State,32.34726453,-86.26770596,Cancer (except skin),Physical Inactivity
Montgomery,City,CASTHMA,CSMOKING,10.4,0.984219537,21,1,State,32.34726453,-86.26770596,Current Asthma,Current Smoking
Montgomery,City,CASTHMA,CHECKUP,10.4,0.984219537,76.5,2,State,32.34726453,-86.26770596,Current Asthma,Annual Checkup
Montgomery,City,CASTHMA,CHOLSCREEN,10.4,0.984219537,75.9,3,State,32.34726453,-86.26770596,Current Asthma,Cholesterol Screening
Montgomery,City,CASTHMA,SLEEP,10.4,0.984219537,38,4,State,32.34726453,-86.26770596,Current Asthma,Sleep <7 hours
Montgomery,City,CASTHMA,DENTAL,10.4,0.984219537,60.6,5,State,32.34726453,-86.26770596,Current Asthma,Dental Visit
Montgomery,City,CHD,LPA,6.8,0.925981649,29.8,1,State,32.34726453,-86.26770596,Coronary Heart Disease,Physical Inactivity
Montgomery,City,CHD,SLEEP,6.8,0.925981649,38,2,State,32.34726453,-86.26770596,Coronary Heart Disease,Sleep <7 hours
Montgomery,City,CHD,BPMED,6.8,0.925981649,78.9,3,State,32.34726453,-86.26770596,Coronary Heart Disease,Taking BP Medication
Montgomery,City,CHD,BINGE,6.8,0.925981649,15.1,4,State,32.34726453,-86.26770596,Coronary Heart Disease,Binge Drinking
Montgomery,City,CHD,CHOLSCREEN,6.8,0.925981649,75.9,5,State,32.34726453,-86.26770596,Coronary Heart Disease,Cholesterol Screening
Montgomery,City,COPD,CSMOKING,8.2,0.957688064,21,1,State,32.34726453,-86.26770596,COPD,Current Smoking
Montgomery,City,COPD,SLEEP,8.2,0.957688064,38,2,State,32.34726453,-86.26770596,COPD,Sleep <7 hours
Montgomery,City,COPD,BPMED,8.2,0.957688064,78.9,3,State,32.34726453,-86.26770596,COPD,Taking BP Medication
Montgomery,City,COPD,BINGE,8.2,0.957688064,15.1,4,State,32.34726453,-86.26770596,COPD,Binge Drinking
Montgomery,City,COPD,LPA,8.2,0.957688064,29.8,5,State,32.34726453,-86.26770596,COPD,Physical Inactivity
Montgomery,City,DIABETES,CHOLSCREEN,13.7,0.966452298,75.9,1,State,32.34726453,-86.26770596,Diabetes,Cholesterol Screening
Montgomery,City,DIABETES,DENTAL,13.7,0.966452298,60.6,2,State,32.34726453,-86.26770596,Diabetes,Dental Visit
Montgomery,City,DIABETES,LPA,13.7,0.966452298,29.8,3,State,32.34726453,-86.26770596,Diabetes,Physical Inactivity
Montgomery,City,DIABETES,CSMOKING,13.7,0.966452298,21,4,State,32.34726453,-86.26770596,Diabetes,Current Smoking
Montgomery,City,DIABETES,BPMED,13.7,0.966452298,78.9,5,State,32.34726453,-86.26770596,Diabetes,Taking BP Medication
Montgomery,City,HIGHCHOL,BPMED,37.4,0.978006931,78.9,1,State,32.34726453,-86.26770596,High Cholesterol,Taking BP Medication
Montgomery,City,HIGHCHOL,BINGE,37.4,0.978006931,15.1,2,State,32.34726453,-86.26770596,High Cholesterol,Binge Drinking
Montgomery,City,HIGHCHOL,CHOLSCREEN,37.4,0.978006931,75.9,3,State,32.34726453,-86.26770596,High Cholesterol,Cholesterol Screening
Montgomery,City,HIGHCHOL,CSMOKING,37.4,0.978006931,21,4,State,32.34726453,-86.26770596,High Cholesterol,Current Smoking
Montgomery,City,HIGHCHOL,SLEEP,37.4,0.978006931,38,5,State,32.34726453,-86.26770596,High Cholesterol,Sleep <7 hours
Montgomery,City,KIDNEY,LPA,3.3,0.967984527,29.8,1,State,32.34726453,-86.26770596,Chronic Kidney Disease,Physical Inactivity
Montgomery,City,KIDNEY,CSMOKING,3.3,0.967984527,21,2,State,32.34726453,-86.26770596,Chronic Kidney Disease,Current Smoking
Montgomery,City,KIDNEY,SLEEP,3.3,0.967984527,38,3,State,32.34726453,-86.26770596,Chronic Kidney Disease,Sleep <7 hours
Montgomery,City,KIDNEY,CHOLSCREEN,3.3,0.967984527,75.9,4,State,32.34726453,-86.26770596,Chronic Kidney Disease,Cholesterol Screening
Montgomery,City,KIDNEY,BINGE,3.3,0.967984527,15.1,5,State,32.34726453,-86.26770596,Chronic Kidney Disease,Binge Drinking
Montgomery,City,MHLTH,CSMOKING,14.5,0.974351843,21,1,State,32.34726453,-86.26770596,Mental Health,Current Smoking
Montgomery,City,MHLTH,BPMED,14.5,0.974351843,78.9,2,State,32.34726453,-86.26770596,Mental Health,Taking BP Medication
Montgomery,City,MHLTH,CHOLSCREEN,14.5,0.974351843,75.9,3,State,32.34726453,-86.26770596,Mental Health,Cholesterol Screening
Montgomery,City,MHLTH,DENTAL,14.5,0.974351843,60.6,4,State,32.34726453,-86.26770596,Mental Health,Dental Visit
Montgomery,City,MHLTH,ACCESS2,14.5,0.974351843,17.9,5,State,32.34726453,-86.26770596,Mental Health,Health Insurance
Montgomery,City,PHLTH,LPA,14.5,0.977795063,29.8,1,State,32.34726453,-86.26770596,Physical Health,Physical Inactivity
Montgomery,City,PHLTH,BPMED,14.5,0.977795063,78.9,2,State,32.34726453,-86.26770596,Physical Health,Taking BP Medication
Montgomery,City,PHLTH,COLON_SCREEN,14.5,0.977795063,64.9,3,State,32.34726453,-86.26770596,Physical Health,Colorectal Cancer Screening
Montgomery,City,PHLTH,CSMOKING,14.5,0.977795063,21,4,State,32.34726453,-86.26770596,Physical Health,Current Smoking
Montgomery,City,PHLTH,OBESITY,14.5,0.977795063,36.4,5,State,32.34726453,-86.26770596,Physical Health,Obesity
Montgomery,City,STROKE,LPA,4.2,0.948855653,29.8,1,State,32.34726453,-86.26770596,Stroke,Physical Inactivity
Montgomery,City,STROKE,CSMOKING,4.2,0.948855653,21,2,State,32.34726453,-86.26770596,Stroke,Current Smoking
Montgomery,City,STROKE,BINGE,4.2,0.948855653,15.1,3,State,32.34726453,-86.26770596,Stroke,Binge Drinking
Montgomery,City,STROKE,CHOLSCREEN,4.2,0.948855653,75.9,4,State,32.34726453,-86.26770596,Stroke,Cholesterol Screening
Montgomery,City,STROKE,SLEEP,4.2,0.948855653,38,5,State,32.34726453,-86.26770596,Stroke,Sleep <7 hours
Montgomery,City,TEETHLOST,LPA,18.1,0.942122411,29.8,1,State,32.34726453,-86.26770596,Teeth Loss,Physical Inactivity
Montgomery,City,TEETHLOST,CSMOKING,18.1,0.942122411,21,2,State,32.34726453,-86.26770596,Teeth Loss,Current Smoking
Montgomery,City,TEETHLOST,CHOLSCREEN,18.1,0.942122411,75.9,3,State,32.34726453,-86.26770596,Teeth Loss,Cholesterol Screening
Montgomery,City,TEETHLOST,MAMMOUSE,18.1,0.942122411,82.4,4,State,32.34726453,-86.26770596,Teeth Loss,Mammography
Montgomery,City,TEETHLOST,BINGE,18.1,0.942122411,15.1,5,State,32.34726453,-86.26770596,Teeth Loss,Binge Drinking
Tuscaloosa,City,ARTHRITIS,BPMED,24.1,0.944676149,73.6,1,National,33.2336084,-87.52680041,Arthritis,Taking BP Medication
Tuscaloosa,City,ARTHRITIS,BINGE,24.1,0.944676149,17.2,2,National,33.2336084,-87.52680041,Arthritis,Binge Drinking
Tuscaloosa,City,ARTHRITIS,CHOLSCREEN,24.1,0.944676149,65.5,3,National,33.2336084,-87.52680041,Arthritis,Cholesterol Screening
Tuscaloosa,City,ARTHRITIS,CSMOKING,24.1,0.944676149,20.7,4,National,33.2336084,-87.52680041,Arthritis,Current Smoking
Tuscaloosa,City,ARTHRITIS,SLEEP,24.1,0.944676149,39,5,National,33.2336084,-87.52680041,Arthritis,Sleep <7 hours
Tuscaloosa,City,BPHIGH,CHECKUP,32.6,0.980782138,71.6,1,National,33.2336084,-87.52680041,High Blood Pressure,Annual Checkup
Tuscaloosa,City,BPHIGH,BINGE,32.6,0.980782138,17.2,2,National,33.2336084,-87.52680041,High Blood Pressure,Binge Drinking
Tuscaloosa,City,BPHIGH,BPMED,32.6,0.980782138,73.6,3,National,33.2336084,-87.52680041,High Blood Pressure,Taking BP Medication
Tuscaloosa,City,BPHIGH,OBESITY,32.6,0.980782138,31.8,4,National,33.2336084,-87.52680041,High Blood Pressure,Obesity
Tuscaloosa,City,BPHIGH,CHOLSCREEN,32.6,0.980782138,65.5,5,National,33.2336084,-87.52680041,High Blood Pressure,Cholesterol Screening
Tuscaloosa,City,CANCER,BPMED,4.6,0.946091937,73.6,1,National,33.2336084,-87.52680041,Cancer (except skin),Taking BP Medication
Tuscaloosa,City,CANCER,SLEEP,4.6,0.946091937,39,2,National,33.2336084,-87.52680041,Cancer (except skin),Sleep <7 hours
Tuscaloosa,City,CANCER,BINGE,4.6,0.946091937,17.2,3,National,33.2336084,-87.52680041,Cancer (except skin),Binge Drinking
Tuscaloosa,City,CANCER,DENTAL,4.6,0.946091937,59.6,4,National,33.2336084,-87.52680041,Cancer (except skin),Dental Visit
Tuscaloosa,City,CANCER,LPA,4.6,0.946091937,27,5,National,33.2336084,-87.52680041,Cancer (except skin),Physical Inactivity
Tuscaloosa,City,CASTHMA,CSMOKING,9.8,0.984219537,20.7,1,National,33.2336084,-87.52680041,Current Asthma,Current Smoking
Tuscaloosa,City,CASTHMA,CHECKUP,9.8,0.984219537,71.6,2,National,33.2336084,-87.52680041,Current Asthma,Annual Checkup
Tuscaloosa,City,CASTHMA,CHOLSCREEN,9.8,0.984219537,65.5,3,National,33.2336084,-87.52680041,Current Asthma,Cholesterol Screening
Tuscaloosa,City,CASTHMA,SLEEP,9.8,0.984219537,39,4,National,33.2336084,-87.52680041,Current Asthma,Sleep <7 hours
Tuscaloosa,City,CASTHMA,DENTAL,9.8,0.984219537,59.6,5,National,33.2336084,-87.52680041,Current Asthma,Dental Visit
Tuscaloosa,City,CHD,LPA,5.2,0.925981649,27,1,National,33.2336084,-87.52680041,Coronary Heart Disease,Physical Inactivity
Tuscaloosa,City,CHD,SLEEP,5.2,0.925981649,39,2,National,33.2336084,-87.52680041,Coronary Heart Disease,Sleep <7 hours
Tuscaloosa,City,CHD,BPMED,5.2,0.925981649,73.6,3,National,33.2336084,-87.52680041,Coronary Heart Disease,Taking BP Medication
Tuscaloosa,City,CHD,BINGE,5.2,0.925981649,17.2,4,National,33.2336084,-87.52680041,Coronary Heart Disease,Binge Drinking
Tuscaloosa,City,CHD,CHOLSCREEN,5.2,0.925981649,65.5,5,National,33.2336084,-87.52680041,Coronary Heart Disease,Cholesterol Screening
Tuscaloosa,City,COPD,CSMOKING,6.8,0.957688064,20.7,1,National,33.2336084,-87.52680041,COPD,Current Smoking
Tuscaloosa,City,COPD,SLEEP,6.8,0.957688064,39,2,National,33.2336084,-87.52680041,COPD,Sleep <7 hours
Tuscaloosa,City,COPD,BPMED,6.8,0.957688064,73.6,3,National,33.2336084,-87.52680041,COPD,Taking BP Medication
Tuscaloosa,City,COPD,BINGE,6.8,0.957688064,17.2,4,National,33.2336084,-87.52680041,COPD,Binge Drinking
Tuscaloosa,City,COPD,LPA,6.8,0.957688064,27,5,National,33.2336084,-87.52680041,COPD,Physical Inactivity
Tuscaloosa,City,DIABETES,CHOLSCREEN,10.3,0.966452298,65.5,1,National,33.2336084,-87.52680041,Diabetes,Cholesterol Screening
Tuscaloosa,City,DIABETES,DENTAL,10.3,0.966452298,59.6,2,National,33.2336084,-87.52680041,Diabetes,Dental Visit
Tuscaloosa,City,DIABETES,LPA,10.3,0.966452298,27,3,National,33.2336084,-87.52680041,Diabetes,Physical Inactivity
Tuscaloosa,City,DIABETES,CSMOKING,10.3,0.966452298,20.7,4,National,33.2336084,-87.52680041,Diabetes,Current Smoking
Tuscaloosa,City,DIABETES,BPMED,10.3,0.966452298,73.6,5,National,33.2336084,-87.52680041,Diabetes,Taking BP Medication
Tuscaloosa,City,HIGHCHOL,BPMED,35,0.978006931,73.6,1,National,33.2336084,-87.52680041,High Cholesterol,Taking BP Medication
Tuscaloosa,City,HIGHCHOL,BINGE,35,0.978006931,17.2,2,National,33.2336084,-87.52680041,High Cholesterol,Binge Drinking
Tuscaloosa,City,HIGHCHOL,CHOLSCREEN,35,0.978006931,65.5,3,National,33.2336084,-87.52680041,High Cholesterol,Cholesterol Screening
Tuscaloosa,City,HIGHCHOL,CSMOKING,35,0.978006931,20.7,4,National,33.2336084,-87.52680041,High Cholesterol,Current Smoking
Tuscaloosa,City,HIGHCHOL,SLEEP,35,0.978006931,39,5,National,33.2336084,-87.52680041,High Cholesterol,Sleep <7 hours
Tuscaloosa,City,KIDNEY,LPA,2.6,0.967984527,27,1,National,33.2336084,-87.52680041,Chronic Kidney Disease,Physical Inactivity
Tuscaloosa,City,KIDNEY,CSMOKING,2.6,0.967984527,20.7,2,National,33.2336084,-87.52680041,Chronic Kidney Disease,Current Smoking
Tuscaloosa,City,KIDNEY,SLEEP,2.6,0.967984527,39,3,National,33.2336084,-87.52680041,Chronic Kidney Disease,Sleep <7 hours
Tuscaloosa,City,KIDNEY,CHOLSCREEN,2.6,0.967984527,65.5,4,National,33.2336084,-87.52680041,Chronic Kidney Disease,Cholesterol Screening
Tuscaloosa,City,KIDNEY,BINGE,2.6,0.967984527,17.2,5,National,33.2336084,-87.52680041,Chronic Kidney Disease,Binge Drinking
Tuscaloosa,City,MHLTH,CSMOKING,16.1,0.974351843,20.7,1,National,33.2336084,-87.52680041,Mental Health,Current Smoking
Tuscaloosa,City,MHLTH,BPMED,16.1,0.974351843,73.6,2,National,33.2336084,-87.52680041,Mental Health,Taking BP Medication
Tuscaloosa,City,MHLTH,CHOLSCREEN,16.1,0.974351843,65.5,3,National,33.2336084,-87.52680041,Mental Health,Cholesterol Screening
Tuscaloosa,City,MHLTH,DENTAL,16.1,0.974351843,59.6,4,National,33.2336084,-87.52680041,Mental Health,Dental Visit
Tuscaloosa,City,MHLTH,ACCESS2,16.1,0.974351843,16.4,5,National,33.2336084,-87.52680041,Mental Health,Health Insurance
Tuscaloosa,City,PHLTH,LPA,13.1,0.977795063,27,1,National,33.2336084,-87.52680041,Physical Health,Physical Inactivity
Tuscaloosa,City,PHLTH,BPMED,13.1,0.977795063,73.6,2,National,33.2336084,-87.52680041,Physical Health,Taking BP Medication
Tuscaloosa,City,PHLTH,COLON_SCREEN,13.1,0.977795063,61.4,3,National,33.2336084,-87.52680041,Physical Health,Colorectal Cancer Screening
Tuscaloosa,City,PHLTH,CSMOKING,13.1,0.977795063,20.7,4,National,33.2336084,-87.52680041,Physical Health,Current Smoking
Tuscaloosa,City,PHLTH,OBESITY,13.1,0.977795063,31.8,5,National,33.2336084,-87.52680041,Physical Health,Obesity
Tuscaloosa,City,STROKE,LPA,3.1,0.948855653,27,1,National,33.2336084,-87.52680041,Stroke,Physical Inactivity
Tuscaloosa,City,STROKE,CSMOKING,3.1,0.948855653,20.7,2,National,33.2336084,-87.52680041,Stroke,Current Smoking
Tuscaloosa,City,STROKE,BINGE,3.1,0.948855653,17.2,3,National,33.2336084,-87.52680041,Stroke,Binge Drinking
Tuscaloosa,City,STROKE,CHOLSCREEN,3.1,0.948855653,65.5,4,National,33.2336084,-87.52680041,Stroke,Cholesterol Screening
Tuscaloosa,City,STROKE,SLEEP,3.1,0.948855653,39,5,National,33.2336084,-87.52680041,Stroke,Sleep <7 hours
Tuscaloosa,City,TEETHLOST,LPA,18.9,0.942122411,27,1,National,33.2336084,-87.52680041,Teeth Loss,Physical Inactivity
Tuscaloosa,City,TEETHLOST,CSMOKING,18.9,0.942122411,20.7,2,National,33.2336084,-87.52680041,Teeth Loss,Current Smoking
Tuscaloosa,City,TEETHLOST,CHOLSCREEN,18.9,0.942122411,65.5,3,National,33.2336084,-87.52680041,Teeth Loss,Cholesterol Screening
Tuscaloosa,City,TEETHLOST,MAMMOUSE,18.9,0.942122411,82.7,4,National,33.2336084,-87.52680041,Teeth Loss,Mammography
Tuscaloosa,City,TEETHLOST,BINGE,18.9,0.942122411,17.2,5,National,33.2336084,-87.52680041,Teeth Loss,Binge Drinking
Tuscaloosa,City,ARTHRITIS,BPMED,24.1,0.944676149,73.6,1,State,33.2336084,-87.52680041,Arthritis,Taking BP Medication
Tuscaloosa,City,ARTHRITIS,BINGE,24.1,0.944676149,17.2,2,State,33.2336084,-87.52680041,Arthritis,Binge Drinking
Tuscaloosa,City,ARTHRITIS,CHOLSCREEN,24.1,0.944676149,65.5,3,State,33.2336084,-87.52680041,Arthritis,Cholesterol Screening
Tuscaloosa,City,ARTHRITIS,CSMOKING,24.1,0.944676149,20.7,4,State,33.2336084,-87.52680041,Arthritis,Current Smoking
Tuscaloosa,City,ARTHRITIS,SLEEP,24.1,0.944676149,39,5,State,33.2336084,-87.52680041,Arthritis,Sleep <7 hours
Tuscaloosa,City,BPHIGH,CHECKUP,32.6,0.980782138,71.6,1,State,33.2336084,-87.52680041,High Blood Pressure,Annual Checkup
Tuscaloosa,City,BPHIGH,BINGE,32.6,0.980782138,17.2,2,State,33.2336084,-87.52680041,High Blood Pressure,Binge Drinking
Tuscaloosa,City,BPHIGH,BPMED,32.6,0.980782138,73.6,3,State,33.2336084,-87.52680041,High Blood Pressure,Taking BP Medication
Tuscaloosa,City,BPHIGH,OBESITY,32.6,0.980782138,31.8,4,State,33.2336084,-87.52680041,High Blood Pressure,Obesity
Tuscaloosa,City,BPHIGH,CHOLSCREEN,32.6,0.980782138,65.5,5,State,33.2336084,-87.52680041,High Blood Pressure,Cholesterol Screening
Tuscaloosa,City,CANCER,BPMED,4.6,0.946091937,73.6,1,State,33.2336084,-87.52680041,Cancer (except skin),Taking BP Medication
Tuscaloosa,City,CANCER,SLEEP,4.6,0.946091937,39,2,State,33.2336084,-87.52680041,Cancer (except skin),Sleep <7 hours
Tuscaloosa,City,CANCER,BINGE,4.6,0.946091937,17.2,3,State,33.2336084,-87.52680041,Cancer (except skin),Binge Drinking
Tuscaloosa,City,CANCER,DENTAL,4.6,0.946091937,59.6,4,State,33.2336084,-87.52680041,Cancer (except skin),Dental Visit
Tuscaloosa,City,CANCER,LPA,4.6,0.946091937,27,5,State,33.2336084,-87.52680041,Cancer (except skin),Physical Inactivity
Tuscaloosa,City,CASTHMA,CSMOKING,9.8,0.984219537,20.7,1,State,33.2336084,-87.52680041,Current Asthma,Current Smoking
Tuscaloosa,City,CASTHMA,CHECKUP,9.8,0.984219537,71.6,2,State,33.2336084,-87.52680041,Current Asthma,Annual Checkup
Tuscaloosa,City,CASTHMA,CHOLSCREEN,9.8,0.984219537,65.5,3,State,33.2336084,-87.52680041,Current Asthma,Cholesterol Screening
Tuscaloosa,City,CASTHMA,SLEEP,9.8,0.984219537,39,4,State,33.2336084,-87.52680041,Current Asthma,Sleep <7 hours
Tuscaloosa,City,CASTHMA,DENTAL,9.8,0.984219537,59.6,5,State,33.2336084,-87.52680041,Current Asthma,Dental Visit
Tuscaloosa,City,CHD,LPA,5.2,0.925981649,27,1,State,33.2336084,-87.52680041,Coronary Heart Disease,Physical Inactivity
Tuscaloosa,City,CHD,SLEEP,5.2,0.925981649,39,2,State,33.2336084,-87.52680041,Coronary Heart Disease,Sleep <7 hours
Tuscaloosa,City,CHD,BPMED,5.2,0.925981649,73.6,3,State,33.2336084,-87.52680041,Coronary Heart Disease,Taking BP Medication
Tuscaloosa,City,CHD,BINGE,5.2,0.925981649,17.2,4,State,33.2336084,-87.52680041,Coronary Heart Disease,Binge Drinking
Tuscaloosa,City,CHD,CHOLSCREEN,5.2,0.925981649,65.5,5,State,33.2336084,-87.52680041,Coronary Heart Disease,Cholesterol Screening
Tuscaloosa,City,COPD,CSMOKING,6.8,0.957688064,20.7,1,State,33.2336084,-87.52680041,COPD,Current Smoking
Tuscaloosa,City,COPD,SLEEP,6.8,0.957688064,39,2,State,33.2336084,-87.52680041,COPD,Sleep <7 hours
Tuscaloosa,City,COPD,BPMED,6.8,0.957688064,73.6,3,State,33.2336084,-87.52680041,COPD,Taking BP Medication
Tuscaloosa,City,COPD,BINGE,6.8,0.957688064,17.2,4,State,33.2336084,-87.52680041,COPD,Binge Drinking
Tuscaloosa,City,COPD,LPA,6.8,0.957688064,27,5,State,33.2336084,-87.52680041,COPD,Physical Inactivity
Tuscaloosa,City,DIABETES,CHOLSCREEN,10.3,0.966452298,65.5,1,State,33.2336084,-87.52680041,Diabetes,Cholesterol Screening
Tuscaloosa,City,DIABETES,DENTAL,10.3,0.966452298,59.6,2,State,33.2336084,-87.52680041,Diabetes,Dental Visit
Tuscaloosa,City,DIABETES,LPA,10.3,0.966452298,27,3,State,33.2336084,-87.52680041,Diabetes,Physical Inactivity
Tuscaloosa,City,DIABETES,CSMOKING,10.3,0.966452298,20.7,4,State,33.2336084,-87.52680041,Diabetes,Current Smoking
Tuscaloosa,City,DIABETES,BPMED,10.3,0.966452298,73.6,5,State,33.2336084,-87.52680041,Diabetes,Taking BP Medication
Tuscaloosa,City,HIGHCHOL,BPMED,35,0.978006931,73.6,1,State,33.2336084,-87.52680041,High Cholesterol,Taking BP Medication
Tuscaloosa,City,HIGHCHOL,BINGE,35,0.978006931,17.2,2,State,33.2336084,-87.52680041,High Cholesterol,Binge Drinking
Tuscaloosa,City,HIGHCHOL,CHOLSCREEN,35,0.978006931,65.5,3,State,33.2336084,-87.52680041,High Cholesterol,Cholesterol Screening
Tuscaloosa,City,HIGHCHOL,CSMOKING,35,0.978006931,20.7,4,State,33.2336084,-87.52680041,High Cholesterol,Current Smoking
Tuscaloosa,City,HIGHCHOL,SLEEP,35,0.978006931,39,5,State,33.2336084,-87.52680041,High Cholesterol,Sleep <7 hours
Tuscaloosa,City,KIDNEY,LPA,2.6,0.967984527,27,1,State,33.2336084,-87.52680041,Chronic Kidney Disease,Physical Inactivity
Tuscaloosa,City,KIDNEY,CSMOKING,2.6,0.967984527,20.7,2,State,33.2336084,-87.52680041,Chronic Kidney Disease,Current Smoking
Tuscaloosa,City,KIDNEY,SLEEP,2.6,0.967984527,39,3,State,33.2336084,-87.52680041,Chronic Kidney Disease,Sleep <7 hours
Tuscaloosa,City,KIDNEY,CHOLSCREEN,2.6,0.967984527,65.5,4,State,33.2336084,-87.52680041,Chronic Kidney Disease,Cholesterol Screening
Tuscaloosa,City,KIDNEY,BINGE,2.6,0.967984527,17.2,5,State,33.2336084,-87.52680041,Chronic Kidney Disease,Binge Drinking
Tuscaloosa,City,MHLTH,CSMOKING,16.1,0.974351843,20.7,1,State,33.2336084,-87.52680041,Mental Health,Current Smoking
Tuscaloosa,City,MHLTH,BPMED,16.1,0.974351843,73.6,2,State,33.2336084,-87.52680041,Mental Health,Taking BP Medication
Tuscaloosa,City,MHLTH,CHOLSCREEN,16.1,0.974351843,65.5,3,State,33.2336084,-87.52680041,Mental Health,Cholesterol Screening
Tuscaloosa,City,MHLTH,DENTAL,16.1,0.974351843,59.6,4,State,33.2336084,-87.52680041,Mental Health,Dental Visit
Tuscaloosa,City,MHLTH,ACCESS2,16.1,0.974351843,16.4,5,State,33.2336084,-87.52680041,Mental Health,Health Insurance
Tuscaloosa,City,PHLTH,LPA,13.1,0.977795063,27,1,State,33.2336084,-87.52680041,Physical Health,Physical Inactivity
Tuscaloosa,City,PHLTH,BPMED,13.1,0.977795063,73.6,2,State,33.2336084,-87.52680041,Physical Health,Taking BP Medication
Tuscaloosa,City,PHLTH,COLON_SCREEN,13.1,0.977795063,61.4,3,State,33.2336084,-87.52680041,Physical Health,Colorectal Cancer Screening
Tuscaloosa,City,PHLTH,CSMOKING,13.1,0.977795063,20.7,4,State,33.2336084,-87.52680041,Physical Health,Current Smoking
Tuscaloosa,City,PHLTH,OBESITY,13.1,0.977795063,31.8,5,State,33.2336084,-87.52680041,Physical Health,Obesity
