Region,Level,Outcome,Prevention,Outcome Prevalence,Prevention Prevalence,Prevention Rank,Prevention Score,Prediction Accuracy
Newark,City,PHLTH,LPA,16.7,41.7,1,0,0.92794472
Newark,City,PHLTH,CHOLSCREEN,16.7,69.1,2,0,0.92794472
Newark,City,PHLTH,DENTAL,16.7,56.3,3,0,0.92794472
Newark,City,PHLTH,CSMOKING,16.7,22.9,4,0,0.92794472
Newark,City,PHLTH,CHECKUP,16.7,78.9,5,0,0.92794472
Newark,City,STROKE,BPMED,4.1,73.4,1,0,0.867507992
Newark,City,STROKE,DENTAL,4.1,56.3,2,0,0.867507992
Newark,City,STROKE,CHOLSCREEN,4.1,69.1,3,0,0.867507992
Newark,City,STROKE,OBESITY,4.1,36.4,4,0,0.867507992
Newark,City,STROKE,ACCESS2,4.1,23.7,5,0,0.867507992
Newark,City,TEETHLOST,CSMOKING,22.2,22.9,1,0,0.907248555
Newark,City,TEETHLOST,DENTAL,22.2,56.3,2,0,0.907248555
Newark,City,TEETHLOST,LPA,22.2,41.7,3,0,0.907248555
Newark,City,TEETHLOST,MAMMOUSE,22.2,81.5,4,0,0.907248555
Newark,City,TEETHLOST,SLEEP,22.2,49.4,5,0,0.907248555
Passaic,City,ARTHRITIS,BPMED,20.8,70.4,1,0,0.886738565
Passaic,City,ARTHRITIS,BINGE,20.8,14.4,2,0,0.886738565
Passaic,City,ARTHRITIS,CSMOKING,20.8,21.7,3,0,0.886738565
Passaic,City,ARTHRITIS,SLEEP,20.8,41.6,4,0,0.886738565
Passaic,City,ARTHRITIS,ACCESS2,20.8,32,5,0,0.886738565
Passaic,City,BPHIGH,BPMED,31.9,70.4,1,0,0.935843565
Passaic,City,BPHIGH,OBESITY,31.9,36.8,2,0,0.935843565
Passaic,City,BPHIGH,BINGE,31.9,14.4,3,0,0.935843565
Passaic,City,BPHIGH,CHECKUP,31.9,73.1,4,0,0.935843565
Passaic,City,BPHIGH,DENTAL,31.9,50.9,5,0,0.935843565
Passaic,City,CANCER,CHOLSCREEN,4,66.6,1,0,0.831713566
Passaic,City,CANCER,BPMED,4,70.4,2,0,0.831713566
Passaic,City,CANCER,MAMMOUSE,4,76.4,3,0,0.831713566
Passaic,City,CANCER,SLEEP,4,41.6,4,0,0.831713566
Passaic,City,CANCER,COLON_SCREEN,4,42.2,5,0,0.831713566
Passaic,City,CASTHMA,SLEEP,9.2,41.6,1,0,0.868594269
Passaic,City,CASTHMA,CSMOKING,9.2,21.7,2,0,0.868594269
Passaic,City,CASTHMA,COLON_SCREEN,9.2,42.2,3,0,0.868594269
Passaic,City,CASTHMA,COREW,9.2,19.4,4,0,0.868594269
Passaic,City,CASTHMA,OBESITY,9.2,36.8,5,0,0.868594269
Passaic,City,CHD,BPMED,6.4,70.4,1,0,0.840727351
Passaic,City,CHD,DENTAL,6.4,50.9,2,0,0.840727351
Passaic,City,CHD,SLEEP,6.4,41.6,3,0,0.840727351
Passaic,City,CHD,LPA,6.4,43.6,4,0,0.840727351
Passaic,City,CHD,ACCESS2,6.4,32,5,0,0.840727351
Passaic,City,COPD,CHOLSCREEN,7.3,66.6,1,0,0.901400731
Passaic,City,COPD,DENTAL,7.3,50.9,2,0,0.901400731
Passaic,City,COPD,CSMOKING,7.3,21.7,3,0,0.901400731
Passaic,City,COPD,LPA,7.3,43.6,4,0,0.901400731
Passaic,City,COPD,ACCESS2,7.3,32,5,0,0.901400731
Passaic,City,DIABETES,BPMED,12.4,70.4,1,0,0.934231335
Passaic,City,DIABETES,DENTAL,12.4,50.9,2,0,0.934231335
Passaic,City,DIABETES,CHOLSCREEN,12.4,66.6,3,0,0.934231335
Passaic,City,DIABETES,LPA,12.4,43.6,4,0,0.934231335
Passaic,City,DIABETES,CSMOKING,12.4,21.7,5,0,0.934231335
Passaic,City,HIGHCHOL,BPMED,35.5,70.4,1,0,0.930340498
Passaic,City,HIGHCHOL,CHECKUP,35.5,73.1,2,0,0.930340498
Passaic,City,HIGHCHOL,LPA,35.5,43.6,3,0,0.930340498
Passaic,City,HIGHCHOL,CHOLSCREEN,35.5,66.6,4,0,0.930340498
Passaic,City,HIGHCHOL,ACCESS2,35.5,32,5,0,0.930340498
Passaic,City,KIDNEY,BPMED,3.5,70.4,1,0,0.885832629
Passaic,City,KIDNEY,DENTAL,3.5,50.9,2,0,0.885832629
Passaic,City,KIDNEY,CHOLSCREEN,3.5,66.6,3,0,0.885832629
Passaic,City,KIDNEY,LPA,3.5,43.6,4,0,0.885832629
Passaic,City,KIDNEY,CHECKUP,3.5,73.1,5,0,0.885832629
Passaic,City,MHLTH,CSMOKING,15.8,21.7,1,0,0.87986488
Passaic,City,MHLTH,MAMMOUSE,15.8,76.4,2,0,0.87986488
Passaic,City,MHLTH,CHECKUP,15.8,73.1,3,0,0.87986488
Passaic,City,MHLTH,LPA,15.8,43.6,4,0,0.87986488
Passaic,City,MHLTH,CHOLSCREEN,15.8,66.6,5,0,0.87986488
Passaic,City,PHLTH,LPA,16.7,43.6,1,0,0.92794472
Passaic,City,PHLTH,CHOLSCREEN,16.7,66.6,2,0,0.92794472
Passaic,City,PHLTH,DENTAL,16.7,50.9,3,0,0.92794472
Passaic,City,PHLTH,CSMOKING,16.7,21.7,4,0,0.92794472
Passaic,City,PHLTH,CHECKUP,16.7,73.1,5,0,0.92794472
Passaic,City,STROKE,BPMED,3.4,70.4,1,0,0.867507992
Passaic,City,STROKE,DENTAL,3.4,50.9,2,0,0.867507992
Passaic,City,STROKE,CHOLSCREEN,3.4,66.6,3,0,0.867507992
Passaic,City,STROKE,OBESITY,3.4,36.8,4,0,0.867507992
Passaic,City,STROKE,ACCESS2,3.4,32,5,0,0.867507992
Passaic,City,TEETHLOST,CSMOKING,22.7,21.7,1,0,0.907248555
Passaic,City,TEETHLOST,DENTAL,22.7,50.9,2,0,0.907248555
Passaic,City,TEETHLOST,LPA,22.7,43.6,3,0,0.907248555
Passaic,City,TEETHLOST,MAMMOUSE,22.7,76.4,4,0,0.907248555
Passaic,City,TEETHLOST,SLEEP,22.7,41.6,5,0,0.907248555
Paterson,City,ARTHRITIS,BPMED,22.9,73.5,1,0,0.886738565
Paterson,City,ARTHRITIS,BINGE,22.9,13.7,2,0,0.886738565
Paterson,City,ARTHRITIS,CSMOKING,22.9,22.4,3,0,0.886738565
Paterson,City,ARTHRITIS,SLEEP,22.9,43.5,4,0,0.886738565
Paterson,City,ARTHRITIS,ACCESS2,22.9,28,5,0,0.886738565
Paterson,City,BPHIGH,BPMED,35.8,73.5,1,0,0.935843565
Paterson,City,BPHIGH,OBESITY,35.8,39.1,2,0,0.935843565
Paterson,City,BPHIGH,BINGE,35.8,13.7,3,0,0.935843565
Paterson,City,BPHIGH,CHECKUP,35.8,76.1,4,0,0.935843565
Paterson,City,BPHIGH,DENTAL,35.8,52,5,0,0.935843565
Paterson,City,CANCER,CHOLSCREEN,4.3,70,1,0,0.831713566
Paterson,City,CANCER,BPMED,4.3,73.5,2,0,0.831713566
Paterson,City,CANCER,MAMMOUSE,4.3,77.8,3,0,0.831713566
Paterson,City,CANCER,SLEEP,4.3,43.5,4,0,0.831713566
Paterson,City,CANCER,COLON_SCREEN,4.3,44.3,5,0,0.831713566
Paterson,City,CASTHMA,SLEEP,9.9,43.5,1,0,0.868594269
Paterson,City,CASTHMA,CSMOKING,9.9,22.4,2,0,0.868594269
Paterson,City,CASTHMA,COLON_SCREEN,9.9,44.3,3,0,0.868594269
Paterson,City,CASTHMA,COREW,9.9,19.2,4,0,0.868594269
Paterson,City,CASTHMA,OBESITY,9.9,39.1,5,0,0.868594269
Paterson,City,CHD,BPMED,6.6,73.5,1,0,0.840727351
Paterson,City,CHD,DENTAL,6.6,52,2,0,0.840727351
Paterson,City,CHD,SLEEP,6.6,43.5,3,0,0.840727351
Paterson,City,CHD,LPA,6.6,43.3,4,0,0.840727351
Paterson,City,CHD,ACCESS2,6.6,28,5,0,0.840727351
Paterson,City,COPD,CHOLSCREEN,7.7,70,1,0,0.901400731
Paterson,City,COPD,DENTAL,7.7,52,2,0,0.901400731
Paterson,City,COPD,CSMOKING,7.7,22.4,3,0,0.901400731
Paterson,City,COPD,LPA,7.7,43.3,4,0,0.901400731
Paterson,City,COPD,ACCESS2,7.7,28,5,0,0.901400731
Paterson,City,DIABETES,BPMED,13.6,73.5,1,0,0.934231335
Paterson,City,DIABETES,DENTAL,13.6,52,2,0,0.934231335
Paterson,City,DIABETES,CHOLSCREEN,13.6,70,3,0,0.934231335
Paterson,City,DIABETES,LPA,13.6,43.3,4,0,0.934231335
Paterson,City,DIABETES,CSMOKING,13.6,22.4,5,0,0.934231335
Paterson,City,HIGHCHOL,BPMED,35.9,73.5,1,0,0.930340498
Paterson,City,HIGHCHOL,CHECKUP,35.9,76.1,2,0,0.930340498
Paterson,City,HIGHCHOL,LPA,35.9,43.3,3,0,0.930340498
Paterson,City,HIGHCHOL,CHOLSCREEN,35.9,70,4,0,0.930340498
Paterson,City,HIGHCHOL,ACCESS2,35.9,28,5,0,0.930340498
Paterson,City,KIDNEY,BPMED,3.6,73.5,1,0,0.885832629
Paterson,City,KIDNEY,DENTAL,3.6,52,2,0,0.885832629
Paterson,City,KIDNEY,CHOLSCREEN,3.6,70,3,0,0.885832629
Paterson,City,KIDNEY,LPA,3.6,43.3,4,0,0.885832629
Paterson,City,KIDNEY,CHECKUP,3.6,76.1,5,0,0.885832629
Paterson,City,MHLTH,CSMOKING,15.7,22.4,1,0,0.87986488
Paterson,City,MHLTH,MAMMOUSE,15.7,77.8,2,0,0.87986488
Paterson,City,MHLTH,CHECKUP,15.7,76.1,3,0,0.87986488
Paterson,City,MHLTH,LPA,15.7,43.3,4,0,0.87986488
Paterson,City,MHLTH,CHOLSCREEN,15.7,70,5,0,0.87986488
Paterson,City,PHLTH,LPA,16.9,43.3,1,0,0.92794472
Paterson,City,PHLTH,CHOLSCREEN,16.9,70,2,0,0.92794472
Paterson,City,PHLTH,DENTAL,16.9,52,3,0,0.92794472
Paterson,City,PHLTH,CSMOKING,16.9,22.4,4,0,0.92794472
Paterson,City,PHLTH,CHECKUP,16.9,76.1,5,0,0.92794472
Paterson,City,STROKE,BPMED,3.9,73.5,1,0,0.867507992
Paterson,City,STROKE,DENTAL,3.9,52,2,0,0.867507992
Paterson,City,STROKE,CHOLSCREEN,3.9,70,3,0,0.867507992
Paterson,City,STROKE,OBESITY,3.9,39.1,4,0,0.867507992
Paterson,City,STROKE,ACCESS2,3.9,28,5,0,0.867507992
Paterson,City,TEETHLOST,CSMOKING,23.6,22.4,1,0,0.907248555
Paterson,City,TEETHLOST,DENTAL,23.6,52,2,0,0.907248555
Paterson,City,TEETHLOST,LPA,23.6,43.3,3,0,0.907248555
Paterson,City,TEETHLOST,MAMMOUSE,23.6,77.8,4,0,0.907248555
Paterson,City,TEETHLOST,SLEEP,23.6,43.5,5,0,0.907248555
Trenton,City,ARTHRITIS,BPMED,23.9,74.4,1,0,0.886738565
Trenton,City,ARTHRITIS,BINGE,23.9,14.4,2,0,0.886738565
Trenton,City,ARTHRITIS,CSMOKING,23.9,23.8,3,0,0.886738565
Trenton,City,ARTHRITIS,SLEEP,23.9,45.7,4,0,0.886738565
Trenton,City,ARTHRITIS,ACCESS2,23.9,25.4,5,0,0.886738565
Trenton,City,BPHIGH,BPMED,35.4,74.4,1,0,0.935843565
Trenton,City,BPHIGH,OBESITY,35.4,38.9,2,0,0.935843565
Trenton,City,BPHIGH,BINGE,35.4,14.4,3,0,0.935843565
Trenton,City,BPHIGH,CHECKUP,35.4,76.7,4,0,0.935843565
Trenton,City,BPHIGH,DENTAL,35.4,52.8,5,0,0.935843565
Trenton,City,CANCER,CHOLSCREEN,4.6,68.4,1,0,0.831713566
Trenton,City,CANCER,BPMED,4.6,74.4,2,0,0.831713566
Trenton,City,CANCER,MAMMOUSE,4.6,79.7,3,0,0.831713566
Trenton,City,CANCER,SLEEP,4.6,45.7,4,0,0.831713566
Trenton,City,CANCER,COLON_SCREEN,4.6,53.9,5,0,0.831713566
Trenton,City,CASTHMA,SLEEP,10.8,45.7,1,0,0.868594269
Trenton,City,CASTHMA,CSMOKING,10.8,23.8,2,0,0.868594269
Trenton,City,CASTHMA,COLON_SCREEN,10.8,53.9,3,0,0.868594269
Trenton,City,CASTHMA,COREW,10.8,20.9,4,0,0.868594269
Trenton,City,CASTHMA,OBESITY,10.8,38.9,5,0,0.868594269
Trenton,City,CHD,BPMED,6.7,74.4,1,0,0.840727351
Trenton,City,CHD,DENTAL,6.7,52.8,2,0,0.840727351
Trenton,City,CHD,SLEEP,6.7,45.7,3,0,0.840727351
Trenton,City,CHD,LPA,6.7,42.2,4,0,0.840727351
Trenton,City,CHD,ACCESS2,6.7,25.4,5,0,0.840727351
Trenton,City,COPD,CHOLSCREEN,8.5,68.4,1,0,0.901400731
Trenton,City,COPD,DENTAL,8.5,52.8,2,0,0.901400731
Trenton,City,COPD,CSMOKING,8.5,23.8,3,0,0.901400731
Trenton,City,COPD,LPA,8.5,42.2,4,0,0.901400731
Trenton,City,COPD,ACCESS2,8.5,25.4,5,0,0.901400731
Trenton,City,DIABETES,BPMED,13.7,74.4,1,0,0.934231335
Trenton,City,DIABETES,DENTAL,13.7,52.8,2,0,0.934231335
Trenton,City,DIABETES,CHOLSCREEN,13.7,68.4,3,0,0.934231335
Trenton,City,DIABETES,LPA,13.7,42.2,4,0,0.934231335
Trenton,City,DIABETES,CSMOKING,13.7,23.8,5,0,0.934231335
Trenton,City,HIGHCHOL,BPMED,36,74.4,1,0,0.930340498
Trenton,City,HIGHCHOL,CHECKUP,36,76.7,2,0,0.930340498
Trenton,City,HIGHCHOL,LPA,36,42.2,3,0,0.930340498
Trenton,City,HIGHCHOL,CHOLSCREEN,36,68.4,4,0,0.930340498
Trenton,City,HIGHCHOL,ACCESS2,36,25.4,5,0,0.930340498
Trenton,City,KIDNEY,BPMED,3.5,74.4,1,0,0.885832629
Trenton,City,KIDNEY,DENTAL,3.5,52.8,2,0,0.885832629
Trenton,City,KIDNEY,CHOLSCREEN,3.5,68.4,3,0,0.885832629
Trenton,City,KIDNEY,LPA,3.5,42.2,4,0,0.885832629
Trenton,City,KIDNEY,CHECKUP,3.5,76.7,5,0,0.885832629
Trenton,City,MHLTH,CSMOKING,17,23.8,1,0,0.87986488
Trenton,City,MHLTH,MAMMOUSE,17,79.7,2,0,0.87986488
Trenton,City,MHLTH,CHECKUP,17,76.7,3,0,0.87986488
Trenton,City,MHLTH,LPA,17,42.2,4,0,0.87986488
Trenton,City,MHLTH,CHOLSCREEN,17,68.4,5,0,0.87986488
Trenton,City,PHLTH,LPA,17.8,42.2,1,0,0.92794472
Trenton,City,PHLTH,CHOLSCREEN,17.8,68.4,2,0,0.92794472
Trenton,City,PHLTH,DENTAL,17.8,52.8,3,0,0.92794472
Trenton,City,PHLTH,CSMOKING,17.8,23.8,4,0,0.92794472
Trenton,City,PHLTH,CHECKUP,17.8,76.7,5,0,0.92794472
Trenton,City,STROKE,BPMED,4.4,74.4,1,0,0.867507992
Trenton,City,STROKE,DENTAL,4.4,52.8,2,0,0.867507992
Trenton,City,STROKE,CHOLSCREEN,4.4,68.4,3,0,0.867507992
Trenton,City,STROKE,OBESITY,4.4,38.9,4,0,0.867507992
Trenton,City,STROKE,ACCESS2,4.4,25.4,5,0,0.867507992
Trenton,City,TEETHLOST,CSMOKING,26.1,23.8,1,0,0.907248555
Trenton,City,TEETHLOST,DENTAL,26.1,52.8,2,0,0.907248555
Trenton,City,TEETHLOST,LPA,26.1,42.2,3,0,0.907248555
Trenton,City,TEETHLOST,MAMMOUSE,26.1,79.7,4,0,0.907248555
Trenton,City,TEETHLOST,SLEEP,26.1,45.7,5,0,0.907248555
Union City,City,ARTHRITIS,BPMED,19.7,72.6,1,0,0.886738565
Union City,City,ARTHRITIS,BINGE,19.7,15.2,2,0,0.886738565
Union City,City,ARTHRITIS,CSMOKING,19.7,18.4,3,0,0.886738565
Union City,City,ARTHRITIS,SLEEP,19.7,42.3,4,0,0.886738565
Union City,City,ARTHRITIS,ACCESS2,19.7,29.1,5,0,0.886738565
Union City,City,BPHIGH,BPMED,30.5,72.6,1,0,0.935843565
Union City,City,BPHIGH,OBESITY,30.5,34.1,2,0,0.935843565
Union City,City,BPHIGH,BINGE,30.5,15.2,3,0,0.935843565
Union City,City,BPHIGH,CHECKUP,30.5,73.9,4,0,0.935843565
Union City,City,BPHIGH,DENTAL,30.5,56.4,5,0,0.935843565
Union City,City,CANCER,CHOLSCREEN,4.3,69.2,1,0,0.831713566
Union City,City,CANCER,BPMED,4.3,72.6,2,0,0.831713566
Union City,City,CANCER,MAMMOUSE,4.3,75.5,3,0,0.831713566
Union City,City,CANCER,SLEEP,4.3,42.3,4,0,0.831713566
Union City,City,CANCER,COLON_SCREEN,4.3,44.9,5,0,0.831713566
Union City,City,CASTHMA,SLEEP,8.4,42.3,1,0,0.868594269
Union City,City,CASTHMA,CSMOKING,8.4,18.4,2,0,0.868594269
Union City,City,CASTHMA,COLON_SCREEN,8.4,44.9,3,0,0.868594269
Union City,City,CASTHMA,COREW,8.4,18.7,4,0,0.868594269
Union City,City,CASTHMA,OBESITY,8.4,34.1,5,0,0.868594269
Union City,City,CHD,BPMED,6.2,72.6,1,0,0.840727351
Union City,City,CHD,DENTAL,6.2,56.4,2,0,0.840727351
Union City,City,CHD,SLEEP,6.2,42.3,3,0,0.840727351
Union City,City,CHD,LPA,6.2,42.6,4,0,0.840727351
Union City,City,CHD,ACCESS2,6.2,29.1,5,0,0.840727351
Union City,City,COPD,CHOLSCREEN,6.2,69.2,1,0,0.901400731
Union City,City,COPD,DENTAL,6.2,56.4,2,0,0.901400731
Union City,City,COPD,CSMOKING,6.2,18.4,3,0,0.901400731
Union City,City,COPD,LPA,6.2,42.6,4,0,0.901400731
Union City,City,COPD,ACCESS2,6.2,29.1,5,0,0.901400731
Union City,City,DIABETES,BPMED,11.5,72.6,1,0,0.934231335
Union City,City,DIABETES,DENTAL,11.5,56.4,2,0,0.934231335
Union City,City,DIABETES,CHOLSCREEN,11.5,69.2,3,0,0.934231335
Union City,City,DIABETES,LPA,11.5,42.6,4,0,0.934231335
Union City,City,DIABETES,CSMOKING,11.5,18.4,5,0,0.934231335
Union City,City,HIGHCHOL,BPMED,34.9,72.6,1,0,0.930340498
Union City,City,HIGHCHOL,CHECKUP,34.9,73.9,2,0,0.930340498
Union City,City,HIGHCHOL,LPA,34.9,42.6,3,0,0.930340498
Union City,City,HIGHCHOL,CHOLSCREEN,34.9,69.2,4,0,0.930340498
Union City,City,HIGHCHOL,ACCESS2,34.9,29.1,5,0,0.930340498
Union City,City,KIDNEY,BPMED,3.4,72.6,1,0,0.885832629
Union City,City,KIDNEY,DENTAL,3.4,56.4,2,0,0.885832629
Union City,City,KIDNEY,CHOLSCREEN,3.4,69.2,3,0,0.885832629
Union City,City,KIDNEY,LPA,3.4,42.6,4,0,0.885832629
Union City,City,KIDNEY,CHECKUP,3.4,73.9,5,0,0.885832629
Union City,City,MHLTH,CSMOKING,13.8,18.4,1,0,0.87986488
Union City,City,MHLTH,MAMMOUSE,13.8,75.5,2,0,0.87986488
Union City,City,MHLTH,CHECKUP,13.8,73.9,3,0,0.87986488
Union City,City,MHLTH,LPA,13.8,42.6,4,0,0.87986488
Union City,City,MHLTH,CHOLSCREEN,13.8,69.2,5,0,0.87986488
Union City,City,PHLTH,LPA,15.9,42.6,1,0,0.92794472
Union City,City,PHLTH,CHOLSCREEN,15.9,69.2,2,0,0.92794472
Union City,City,PHLTH,DENTAL,15.9,56.4,3,0,0.92794472
Union City,City,PHLTH,CSMOKING,15.9,18.4,4,0,0.92794472
Union City,City,PHLTH,CHECKUP,15.9,73.9,5,0,0.92794472
Union City,City,STROKE,BPMED,3,72.6,1,0,0.867507992
Union City,City,STROKE,DENTAL,3,56.4,2,0,0.867507992
Union City,City,STROKE,CHOLSCREEN,3,69.2,3,0,0.867507992
Union City,City,STROKE,OBESITY,3,34.1,4,0,0.867507992
Union City,City,STROKE,ACCESS2,3,29.1,5,0,0.867507992
Union City,City,TEETHLOST,CSMOKING,15.3,18.4,1,0,0.907248555
Union City,City,TEETHLOST,DENTAL,15.3,56.4,2,0,0.907248555
Union City,City,TEETHLOST,LPA,15.3,42.6,3,0,0.907248555
Union City,City,TEETHLOST,MAMMOUSE,15.3,75.5,4,0,0.907248555
Union City,City,TEETHLOST,SLEEP,15.3,42.3,5,0,0.907248555
Albuquerque,City,ARTHRITIS,BPMED,24.8,71,1,0,0.886738565
Albuquerque,City,ARTHRITIS,BINGE,24.8,15.4,2,0,0.886738565
Albuquerque,City,ARTHRITIS,CSMOKING,24.8,15.9,3,0,0.886738565
Albuquerque,City,ARTHRITIS,SLEEP,24.8,32.3,4,0,0.886738565
Albuquerque,City,ARTHRITIS,ACCESS2,24.8,12.2,5,0,0.886738565
Albuquerque,City,BPHIGH,BPMED,26.5,71,1,0,0.935843565
Albuquerque,City,BPHIGH,OBESITY,26.5,27.7,2,0,0.935843565
Albuquerque,City,BPHIGH,BINGE,26.5,15.4,3,0,0.935843565
Albuquerque,City,BPHIGH,CHECKUP,26.5,60.2,4,0,0.935843565
Albuquerque,City,BPHIGH,DENTAL,26.5,65.9,5,0,0.935843565
Albuquerque,City,CANCER,CHOLSCREEN,5.8,71.2,1,0,0.831713566
Albuquerque,City,CANCER,BPMED,5.8,71,2,0,0.831713566
Albuquerque,City,CANCER,MAMMOUSE,5.8,74.4,3,0,0.831713566
Albuquerque,City,CANCER,SLEEP,5.8,32.3,4,0,0.831713566
Albuquerque,City,CANCER,COLON_SCREEN,5.8,60,5,0,0.831713566
Albuquerque,City,CASTHMA,SLEEP,10.4,32.3,1,0,0.868594269
Albuquerque,City,CASTHMA,CSMOKING,10.4,15.9,2,0,0.868594269
Albuquerque,City,CASTHMA,COLON_SCREEN,10.4,60,3,0,0.868594269
Albuquerque,City,CASTHMA,COREW,10.4,29.4,4,0,0.868594269
Albuquerque,City,CASTHMA,OBESITY,10.4,27.7,5,0,0.868594269
Albuquerque,City,CHD,BPMED,5.6,71,1,0,0.840727351
Albuquerque,City,CHD,DENTAL,5.6,65.9,2,0,0.840727351
Albuquerque,City,CHD,SLEEP,5.6,32.3,3,0,0.840727351
Albuquerque,City,CHD,LPA,5.6,18.7,4,0,0.840727351
Albuquerque,City,CHD,ACCESS2,5.6,12.2,5,0,0.840727351
Albuquerque,City,COPD,CHOLSCREEN,5.5,71.2,1,0,0.901400731
Albuquerque,City,COPD,DENTAL,5.5,65.9,2,0,0.901400731
Albuquerque,City,COPD,CSMOKING,5.5,15.9,3,0,0.901400731
Albuquerque,City,COPD,LPA,5.5,18.7,4,0,0.901400731
Albuquerque,City,COPD,ACCESS2,5.5,12.2,5,0,0.901400731
Albuquerque,City,DIABETES,BPMED,9.3,71,1,0,0.934231335
Albuquerque,City,DIABETES,DENTAL,9.3,65.9,2,0,0.934231335
Albuquerque,City,DIABETES,CHOLSCREEN,9.3,71.2,3,0,0.934231335
Albuquerque,City,DIABETES,LPA,9.3,18.7,4,0,0.934231335
Albuquerque,City,DIABETES,CSMOKING,9.3,15.9,5,0,0.934231335
Albuquerque,City,HIGHCHOL,BPMED,34.7,71,1,0,0.930340498
Albuquerque,City,HIGHCHOL,CHECKUP,34.7,60.2,2,0,0.930340498
Albuquerque,City,HIGHCHOL,LPA,34.7,18.7,3,0,0.930340498
Albuquerque,City,HIGHCHOL,CHOLSCREEN,34.7,71.2,4,0,0.930340498
Albuquerque,City,HIGHCHOL,ACCESS2,34.7,12.2,5,0,0.930340498
Albuquerque,City,KIDNEY,BPMED,2.9,71,1,0,0.885832629
Albuquerque,City,KIDNEY,DENTAL,2.9,65.9,2,0,0.885832629
Albuquerque,City,KIDNEY,CHOLSCREEN,2.9,71.2,3,0,0.885832629
Albuquerque,City,KIDNEY,LPA,2.9,18.7,4,0,0.885832629
Albuquerque,City,KIDNEY,CHECKUP,2.9,60.2,5,0,0.885832629
Albuquerque,City,MHLTH,CSMOKING,12.6,15.9,1,0,0.87986488
Albuquerque,City,MHLTH,MAMMOUSE,12.6,74.4,2,0,0.87986488
Albuquerque,City,MHLTH,CHECKUP,12.6,60.2,3,0,0.87986488
Albuquerque,City,MHLTH,LPA,12.6,18.7,4,0,0.87986488
Albuquerque,City,MHLTH,CHOLSCREEN,12.6,71.2,5,0,0.87986488
Albuquerque,City,PHLTH,LPA,12.9,18.7,1,0,0.92794472
Albuquerque,City,PHLTH,CHOLSCREEN,12.9,71.2,2,0,0.92794472
Albuquerque,City,PHLTH,DENTAL,12.9,65.9,3,0,0.92794472
Albuquerque,City,PHLTH,CSMOKING,12.9,15.9,4,0,0.92794472
Albuquerque,City,PHLTH,CHECKUP,12.9,60.2,5,0,0.92794472
Albuquerque,City,STROKE,BPMED,2.9,71,1,0,0.867507992
Albuquerque,City,STROKE,DENTAL,2.9,65.9,2,0,0.867507992
Albuquerque,City,STROKE,CHOLSCREEN,2.9,71.2,3,0,0.867507992
Albuquerque,City,STROKE,OBESITY,2.9,27.7,4,0,0.867507992
Albuquerque,City,STROKE,ACCESS2,2.9,12.2,5,0,0.867507992
Albuquerque,City,TEETHLOST,CSMOKING,12.5,15.9,1,0,0.907248555
Albuquerque,City,TEETHLOST,DENTAL,12.5,65.9,2,0,0.907248555
Albuquerque,City,TEETHLOST,LPA,12.5,18.7,3,0,0.907248555
Albuquerque,City,TEETHLOST,MAMMOUSE,12.5,74.4,4,0,0.907248555
Albuquerque,City,TEETHLOST,SLEEP,12.5,32.3,5,0,0.907248555
Las Cruces,City,ARTHRITIS,BPMED,23.9,74.4,1,0,0.886738565
Las Cruces,City,ARTHRITIS,BINGE,23.9,17,2,0,0.886738565
Las Cruces,City,ARTHRITIS,CSMOKING,23.9,15.4,3,0,0.886738565
Las Cruces,City,ARTHRITIS,SLEEP,23.9,31.5,4,0,0.886738565
Las Cruces,City,ARTHRITIS,ACCESS2,23.9,13.9,5,0,0.886738565
Las Cruces,City,BPHIGH,BPMED,28.1,74.4,1,0,0.935843565
Las Cruces,City,BPHIGH,OBESITY,28.1,28.8,2,0,0.935843565
Las Cruces,City,BPHIGH,BINGE,28.1,17,3,0,0.935843565
Las Cruces,City,BPHIGH,CHECKUP,28.1,61.1,4,0,0.935843565
Las Cruces,City,BPHIGH,DENTAL,28.1,65.3,5,0,0.935843565
Las Cruces,City,CANCER,CHOLSCREEN,5.7,68.1,1,0,0.831713566
Las Cruces,City,CANCER,BPMED,5.7,74.4,2,0,0.831713566
Las Cruces,City,CANCER,MAMMOUSE,5.7,75.8,3,0,0.831713566
Las Cruces,City,CANCER,SLEEP,5.7,31.5,4,0,0.831713566
Las Cruces,City,CANCER,COLON_SCREEN,5.7,60.1,5,0,0.831713566
Las Cruces,City,CASTHMA,SLEEP,10.3,31.5,1,0,0.868594269
Las Cruces,City,CASTHMA,CSMOKING,10.3,15.4,2,0,0.868594269
Las Cruces,City,CASTHMA,COLON_SCREEN,10.3,60.1,3,0,0.868594269
Las Cruces,City,CASTHMA,COREW,10.3,29.7,4,0,0.868594269
Las Cruces,City,CASTHMA,OBESITY,10.3,28.8,5,0,0.868594269
Las Cruces,City,CHD,BPMED,6.2,74.4,1,0,0.840727351
Las Cruces,City,CHD,DENTAL,6.2,65.3,2,0,0.840727351
Las Cruces,City,CHD,SLEEP,6.2,31.5,3,0,0.840727351
Las Cruces,City,CHD,LPA,6.2,19.9,4,0,0.840727351
Las Cruces,City,CHD,ACCESS2,6.2,13.9,5,0,0.840727351
Las Cruces,City,COPD,CHOLSCREEN,5.8,68.1,1,0,0.901400731
Las Cruces,City,COPD,DENTAL,5.8,65.3,2,0,0.901400731
